route_number,route_title,section_id,full_guide_url,map_embed_url,map_mid,map_kml_url,map_polyline_count,map_point_count,map_scrape_error,faq_url,stop_description,stops_pipe_delimited,stop_count
11,"ROUTE 11 TICUD, LA PAZ TO CITY PROPER LOOP",la-paz,https://shemaegomez.com/la-paz-isatu-jeepney-route/,https://www.google.com/maps/d/embed?mid=1jk7GaoqaVZYtDaPPoXrpcaBNijm9fps&ehbc=2E312F,1jk7GaoqaVZYtDaPPoXrpcaBNijm9fps,https://www.google.com/maps/d/kml?mid=1jk7GaoqaVZYtDaPPoXrpcaBNijm9fps&forcekml=1,2,374,,https://shemaegomez.com/?faq-group=route-11,"Ticud Loop (St. Paul’s, TIcud), Baldoza, Lopez Jaena St. (La Paz Plaza), Jereos St., Javellana Ext. (Ledesco Village), Commission Civil St., Burgos St. (ISATU), Huervana St. (La Paz Market), Rizal St. Luna St. (Gaisano La Paz), Bonifacio Dr. (Hall of Justice), Gen. Luna St. (St. Paul’s University), Jalandoni St. (University of San Agustin), De Leon St. (Super), Fuentes St., Ledesma St. (Robinsons City), Iznart St. (Socorro Drug), Rizal St. (UI Phinma), Gen. Hughes St. (Sagrado), Fort San Pedro Dr., Zamora Ext., Duran St., Sto. Rosario St., Zamora St. (GSIS/Plaza Libertad), JM Basa St. (Sunburst Park), lznart St. (Kongkee) Bonifacio Dr. (Provincial Capltol), Luna St., Magdalo St (MTC College), Gustilo St., Jereos St., Huervana Ext., Burgos St., Lopez Jaena St. (La Paz Plaza), Baldoza, Ticud Loop",Ticud Loop (St. Paul’s | TIcud) | Baldoza | Lopez Jaena St. (La Paz Plaza) | Jereos St | Javellana Ext. (Ledesco Village) | Commission Civil St | Burgos St. (ISATU) | Huervana St. (La Paz Market) | Rizal St. Luna St. (Gaisano La Paz) | Bonifacio Dr. (Hall of Justice) | Gen. Luna St. (St. Paul’s University) | Jalandoni St. (University of San Agustin) | De Leon St. (Super) | Fuentes St | Ledesma St. (Robinsons City) | Iznart St. (Socorro Drug) | Rizal St. (UI Phinma) | Gen. Hughes St. (Sagrado) | Fort San Pedro Dr | Zamora Ext | Duran St | Sto. Rosario St | Zamora St. (GSIS/Plaza Libertad) | JM Basa St. (Sunburst Park) | lznart St. (Kongkee) Bonifacio Dr. (Provincial Capltol) | Luna St | Magdalo St (MTC College) | Gustilo St | Jereos St | Huervana Ext | Burgos St | Lopez Jaena St. (La Paz Plaza) | Baldoza | Ticud Loop,35
12,ROUTE 12 MANDURRIAO TO CITY PROPER VIA FESTIVE WALK / B. AQUINO AVE.,mandurriao-molo,https://shemaegomez.com/mandurriao-festive-walk/,,,,0,0,,https://shemaegomez.com/?faq-group=route-12,"Mandurriao Plaza, PHHC, R. Mapa St., Megaworld Blvd., Festive Walk Transport Hub, Spur Rd. (Carlo’s Bakeshop), B. Aquino Ave. (SM City), Pison loop (Seda Hotel), B. Aquino Ave., Gen. Luna St. (UPV Iloilo Campus/University of San Agustin), Jalandoni St. (University of San Agustin Gym), Ledesma St. (Robinsons City), Iznart St. (Socorro Drug/ Iloilo Central Market), Rizal St. (UI Phinma), Valeria St. (Marymart), Delgado St. (SM Delgado), Mabini St., Gen. Luna St. (UPV Iloilo Campus), B. Aquino Ave. Gaisano llollo City Center Loop, SM Transport Hub, B. Aquino Ave., U-turn Fancom Inc., Spur Road (Carlos Bakeshop), Q. Abeto St. (WVMC), Guzman St., Perfecto St., Oñate St., De Leon St., Jesena St., Benedicto St., Libertad St., (PHHC) Housing Main Road, Q. Abeto St.",Mandurriao Plaza | PHHC | R. Mapa St | Megaworld Blvd | Festive Walk Transport Hub | Spur Rd. (Carlo’s Bakeshop) | B. Aquino Ave. (SM City) | Pison loop (Seda Hotel) | B. Aquino Ave | Gen. Luna St. (UPV Iloilo Campus/University of San Agustin) | Jalandoni St. (University of San Agustin Gym) | Ledesma St. (Robinsons City) | Iznart St. (Socorro Drug/ Iloilo Central Market) | Rizal St. (UI Phinma) | Valeria St. (Marymart) | Delgado St. (SM Delgado) | Mabini St | Gen. Luna St. (UPV Iloilo Campus) | B. Aquino Ave. Gaisano llollo City Center Loop | SM Transport Hub | B. Aquino Ave | U-turn Fancom Inc | Spur Road (Carlos Bakeshop) | Q. Abeto St. (WVMC) | Guzman St | Perfecto St | Oñate St | De Leon St | Jesena St | Benedicto St | Libertad St | (PHHC) Housing Main Road | Q. Abeto St,33
13,ROUTE 13 HIBAO-AN TO CITY PROPER VIA TABUCAN HUB LOOP,hibaoan-tabucan,https://shemaegomez.com/hibao-an-iloilo-city-proper-festive-walk-jeepney-route/,,,,0,0,,https://shemaegomez.com/?faq-group=route-13,"Hibao-an Loop, Guzman St. (Ana Ros VIllage), R. Mapa St., Carpenter’s Bridge, Locsin St. (lloilo Supermart Molo) MH del Pilar St. (John B. Lacson University), Gen. Luna St. (UPV Iloilo Campus/University of San Agustin), Jalandoni St. (University of San Agustin Gym), Ledesma St. (Robinsons City), Iznart St. (Socorro Drug/ Iloilo Central Market), Rizal St. (UI Phinma), Ortiz St., JM Basa St. (Plaza Libertad), Rizal St. (Gaisano Capital/Ilollo Central Market), Iznart St., Ledesma St. (Colegio de las Hijas de Jesus), Jalandoni St. (University of San Agustin Gym), Gen. Luna St., MH del Piiar St. (Hotel del Rio), San Pedro St. (Molo Plaza), Locsin St., Carpenter Br. (Medical City), R. Mapa St., Onate St., Guzman-Jesena St., Hibao-an Loop.",Hibao-an Loop | Guzman St. (Ana Ros VIllage) | R. Mapa St | Carpenter’s Bridge | Locsin St. (lloilo Supermart Molo) MH del Pilar St. (John B. Lacson University) | Gen. Luna St. (UPV Iloilo Campus/University of San Agustin) | Jalandoni St. (University of San Agustin Gym) | Ledesma St. (Robinsons City) | Iznart St. (Socorro Drug/ Iloilo Central Market) | Rizal St. (UI Phinma) | Ortiz St | JM Basa St. (Plaza Libertad) | Rizal St. (Gaisano Capital/Ilollo Central Market) | Iznart St | Ledesma St. (Colegio de las Hijas de Jesus) | Jalandoni St. (University of San Agustin Gym) | Gen. Luna St | MH del Piiar St. (Hotel del Rio) | San Pedro St. (Molo Plaza) | Locsin St | Carpenter Br. (Medical City) | R. Mapa St | Onate St | Guzman-Jesena St | Hibao-an Loop,25
14,ROUTE 14 HIBAO-AN TO JARO VIA B. AQUINO AVE. / FESTIVE LOOP,hibaoan-jaro,https://shemaegomez.com/hibao-an-jaro-jeepney-route/,,,,0,0,,https://shemaegomez.com/?faq-group=route-14,"Hibao-an Norte Loop, Guzman St. (Hibao-an Elementary School), Q. Abeto St. (WVMC/J7 Plaza Hotel), Megaworld Blvd., Festive Walk Transport Hub, Taft St. (lloilo Integrated School), B. Aquino Ave. (Zuri Hotel/SM City), Pison Ave., Rotunda (Seda), SM Transport Hub (Strata), B. Aquino Ave, Jalandoni St. (Injap Tower), Commission Civil St. (SM Hypermarket), Rizal St. (Plaza Jaro), El-98 St. (Jaro Market), B. Aquino Ave., Carlos, U-turn Fancom Inc., Spur Road, Turn Right Q. Abeto St., Guzman St., Hibao-an Loop.",Hibao-an Norte Loop | Guzman St. (Hibao-an Elementary School) | Q. Abeto St. (WVMC/J7 Plaza Hotel) | Megaworld Blvd | Festive Walk Transport Hub | Taft St. (lloilo Integrated School) | B. Aquino Ave. (Zuri Hotel/SM City) | Pison Ave | Rotunda (Seda) | SM Transport Hub (Strata) | B. Aquino Ave | Jalandoni St. (Injap Tower) | Commission Civil St. (SM Hypermarket) | Rizal St. (Plaza Jaro) | El-98 St. (Jaro Market) | B. Aquino Ave | Carlos | U-turn Fancom Inc | Spur Road | Turn Right Q. Abeto St | Guzman St | Hibao-an Loop,22
15,ROUTE 15 MOLO TO CITY PROPER VIA BALUARTE LOOP,molo-iloilo,https://shemaegomez.com/molo-baluarte-jeepney-route/,https://www.google.com/maps/d/embed?mid=1uq_dR5LMaf6A-Fnje_T8ofxb_IC_XMs&ehbc=2E312F,1uq_dR5LMaf6A-Fnje_T8ofxb_IC_XMs,https://www.google.com/maps/d/kml?mid=1uq_dR5LMaf6A-Fnje_T8ofxb_IC_XMs&forcekml=1,2,397,,https://shemaegomez.com/?faq-group=route-15,"Locsin St. (Molo Plaza), Baluarte-Calumpang-Villa-Oton Blvd., Rizal St., (Tanza Church), Ledesma St., Jalandoni St., (Aglipay Church) De leon St., (Super), Fuentes St., Ledesma St.(Robinsons Main/1688 Mall), Iznart St. (Socorro Drug/lloilo Grand Hotel), Rizal St. (UI Phinma), Ortiz St., JM Basa St. (Plaza Libertad), Rizal St. (Goldberry Lite Hotel, Gaisano Capital/lloilo Central Market), Iznart St. (Socorro Drug), Ledesma St. (Unitop), Mabini St. (Robinsons City), De Leon St. (Super), Fuentes St., Ledesma St. (Colegio de las Hijas de Jesus), Rizal St., Infante St. (Iloilo Fish Port), Baluarte-Calumpang-Villa-Oton BIvd., Locsin St. (Molo Plaza), MH Del Pilar St. (GT Mall Molo), U-turn Senator Ganzon Rotunda, San Pedro St., Locsin St. (Molo Plaza)",Locsin St. (Molo Plaza) | Baluarte-Calumpang-Villa-Oton Blvd | Rizal St | (Tanza Church) | Ledesma St | Jalandoni St | (Aglipay Church) De leon St | (Super) | Fuentes St | Ledesma St.(Robinsons Main/1688 Mall) | Iznart St. (Socorro Drug/lloilo Grand Hotel) | Rizal St. (UI Phinma) | Ortiz St | JM Basa St. (Plaza Libertad) | Rizal St. (Goldberry Lite Hotel | Gaisano Capital/lloilo Central Market) | Iznart St. (Socorro Drug) | Ledesma St. (Unitop) | Mabini St. (Robinsons City) | De Leon St. (Super) | Fuentes St | Ledesma St. (Colegio de las Hijas de Jesus) | Rizal St | Infante St. (Iloilo Fish Port) | Baluarte-Calumpang-Villa-Oton BIvd | Locsin St. (Molo Plaza) | MH Del Pilar St. (GT Mall Molo) | U-turn Senator Ganzon Rotunda | San Pedro St | Locsin St. (Molo Plaza),30
16,ROUTE 16 BITO-ON TO JARO VIA BALABAGO LOOP,bitoon-jaro,https://shemaegomez.com/bito-on-balabago-jeepney-route/,,,,0,0,,https://shemaegomez.com/?faq-group=route-16,"Metropolis East Entrance Gate (Philippine Science HS), Coastal Rd., Balabago Rd, (Balabago Elementary School), Cubay Rd. (MG Motor Car Sales), MacArthur Dr. (Angelicum), Simon Ledesma St. (Jaro Small Market), Lopez Jaena St. (Biscocho House), Rizal St. (Jaro Plaza), Washington St., MacArthur Dr., Balabago Rd. (Jollibee Tabuc Suba), Coastal Rd., Metropolis East Entrance.",Metropolis East Entrance Gate (Philippine Science HS) | Coastal Rd | Balabago Rd | (Balabago Elementary School) | Cubay Rd. (MG Motor Car Sales) | MacArthur Dr. (Angelicum) | Simon Ledesma St. (Jaro Small Market) | Lopez Jaena St. (Biscocho House) | Rizal St. (Jaro Plaza) | Washington St | MacArthur Dr | Balabago Rd. (Jollibee Tabuc Suba) | Coastal Rd | Metropolis East Entrance,14
17,ROUTE 17 VILLA BAYBAY TO CITY PROPER VIA BONIFACIO,villa-baybay,https://shemaegomez.com/villa-baybay-jeepney-route/,,,,0,0,,https://shemaegomez.com/?faq-group=route-17,"Total Gas Station (Yulo), Baluarte-Calumpang-Villa-Oton Blvd. Tatoy’s Manokan and Seafood), Sto. Domingo St., Bonifacio St. (lloilo Supermart Arevalo), Quezon St., Avanceña St. (Dominican Motherhouse). Locsin St. (Molo Plaza), MH del Pilar St. (GT Mall Molo/lloilo City National HS/St. Therese MTC/JBLCF-Molo), Gen. Luna St. (UPV lloilo Campus/University of San Agustin), Quezon St.(Robinsons City), Rizal St.(UI Phinma), Ortiz St., JM Basa St. (Plaza Libertad), Rizal St. (Goldberry Lite Hotel/Gaisano Capltal/lloilo Central Market), Quezon St. (Sta. Teresita Church), Delgado St. (Narita), Mabini St. (EMCOR/SPED-Integrated/Jubilee Hall), Gen. Luna St., MH del Pilar St. (Technical Institute ot Iloilo City), San Pedro St. (Molo Church/Plaza), Avanceña St. (lloilo Supermart-Molo), Quezon St. (lloilo Supermart Arevalo), Yulo St., Baluarte-Calumpang-Villa-Oton Blvd. (Tatoy’s, John B Lacson Arevalo Campus), Sto.Domingo, Bonifacio St., Quezon St., to lloilo City Proper",Total Gas Station (Yulo) | Baluarte-Calumpang-Villa-Oton Blvd. Tatoy’s Manokan and Seafood) | Sto. Domingo St | Bonifacio St. (lloilo Supermart Arevalo) | Quezon St | Avanceña St. (Dominican Motherhouse). Locsin St. (Molo Plaza) | MH del Pilar St. (GT Mall Molo/lloilo City National HS/St. Therese MTC/JBLCF-Molo) | Gen. Luna St. (UPV lloilo Campus/University of San Agustin) | Quezon St.(Robinsons City) | Rizal St.(UI Phinma) | Ortiz St | JM Basa St. (Plaza Libertad) | Rizal St. (Goldberry Lite Hotel/Gaisano Capltal/lloilo Central Market) | Quezon St. (Sta. Teresita Church) | Delgado St. (Narita) | Mabini St. (EMCOR/SPED-Integrated/Jubilee Hall) | Gen. Luna St | MH del Pilar St. (Technical Institute ot Iloilo City) | San Pedro St. (Molo Church/Plaza) | Avanceña St. (lloilo Supermart-Molo) | Quezon St. (lloilo Supermart Arevalo) | Yulo St | Baluarte-Calumpang-Villa-Oton Blvd. (Tatoy’s | John B Lacson Arevalo Campus) | Sto.Domingo | Bonifacio St | Quezon St | to lloilo City Proper,28
18,ROUTE 18 TAGBAK TO CITY PROPER VIA COASTAL LOOP,tagbak-lapuz,https://shemaegomez.com/tagbak-lapuz-jeepney-route/,,,,0,0,,https://shemaegomez.com/?faq-group=route-18,"Buntatala/Tagbak loop (Spousal of Mary and Joseph Parish Church), Tagbak Terminal, MacArthur Dr. (Ceres Terminal), lloilo Circumferential Rd. (C. Aquino Ave.), Coastal Rd., Lapuz Mansaya-Loboc Rd. (Guimaras RORO Terminal), Rizal St., lloilo Ferry Terminal Road (lloilo-Bacolod Ferry Terminal), Arroyo Bridge, Muelle Loney St., Aldeguer St., JM Basa St. (Washington Supermart), Mapa St. (SSS/Sun Yat Sen), Rizal St. (UI Phinma), Iznart St. (lloilo Central Market), Aldeguer St., Muelley Loney St., Arroyo Bridge, lloilo Ferry Terminal Road, Rizal St., Lapuz Mansaya-Loboc Rd., Coastal Rd., Iloilo Circumferential Rd. (C. Aquino Ave.), MacArthur Dr., Tagbak Terminal, Buntatala/Tagbak loop (Spousal of Mary and Joseph Parish Church)",Buntatala/Tagbak loop (Spousal of Mary and Joseph Parish Church) | Tagbak Terminal | MacArthur Dr. (Ceres Terminal) | lloilo Circumferential Rd. (C. Aquino Ave.) | Coastal Rd | Lapuz Mansaya-Loboc Rd. (Guimaras RORO Terminal) | Rizal St | lloilo Ferry Terminal Road (lloilo-Bacolod Ferry Terminal) | Arroyo Bridge | Muelle Loney St | Aldeguer St | JM Basa St. (Washington Supermart) | Mapa St. (SSS/Sun Yat Sen) | Rizal St. (UI Phinma) | Iznart St. (lloilo Central Market) | Aldeguer St | Muelley Loney St | Arroyo Bridge | lloilo Ferry Terminal Road | Rizal St | Lapuz Mansaya-Loboc Rd | Coastal Rd | Iloilo Circumferential Rd. (C. Aquino Ave.) | MacArthur Dr | Tagbak Terminal | Buntatala/Tagbak loop (Spousal of Mary and Joseph Parish Church),26
19,ROUTE 19 BITO-ON TO CITY PROPER VIA LA PAZ LOOP,bitoon-lapaz,https://shemaegomez.com/bito-on-lapaz-jeepney-route/,,,,0,0,,https://shemaegomez.com/?faq-group=route-19,"Metropolis Ave. (Philippine Science HS), Coastal Rd., Baldoza St., Lopez Jaena St. La Paz Police Station), Jereos St. (La Paz Plaza), Huervana Ext., Burgos St., Magdalo St. (St. Therese-MTC Colleges), Luna St. (Galsano La Paz), Bonifacio Dr. (Hall of Justice/ Provincial Capitol), Gen. Luna (St. Paul’s Hospital and University), Mabini St. (Jubilee Hall/SPED School), De Leon St. (Robinsons City), Valeria St. (Marymart/SM/Atrium), Gen. luna St., Muelle Loney (Registry of Deeds/lloilo Provincial Capitol), Rizal St., Huervana St. (La Paz Market), Lopez Jaena St., Baldoza St., Coastal Rd., Bito-on loop.",Metropolis Ave. (Philippine Science HS) | Coastal Rd | Baldoza St | Lopez Jaena St. La Paz Police Station) | Jereos St. (La Paz Plaza) | Huervana Ext | Burgos St | Magdalo St. (St. Therese-MTC Colleges) | Luna St. (Galsano La Paz) | Bonifacio Dr. (Hall of Justice/ Provincial Capitol) | Gen. Luna (St. Paul’s Hospital and University) | Mabini St. (Jubilee Hall/SPED School) | De Leon St. (Robinsons City) | Valeria St. (Marymart/SM/Atrium) | Gen. luna St | Muelle Loney (Registry of Deeds/lloilo Provincial Capitol) | Rizal St | Huervana St. (La Paz Market) | Lopez Jaena St | Baldoza St | Coastal Rd | Bito-on loop,22
20,ROUTE 20 MOHON TO JARO VIA SO OC / FESTIVE WALK / ISATU,villa-jaro,https://shemaegomez.com/villa-jaro-jeepney-route/,,,,0,0,,https://shemaegomez.com/?faq-group=route-20,"Mohon Terminal, Arevalo Plaza, Quezon St., Jocson St., So-oc Resettlement Rd., Calajunan Rd., Oñate St. (Mandurriao Plaza), Q. Abeto St. (Western Visayas Medical Center), Megaworld BIvd., Festive Walk Transport Hub, Taft St. (lloilo Integrated School), El 98 St. (Jaro Big Market), Rizal St. (Jaro Plaza), Commission Civil, ISATU Loop, Commission Civil St. (SM Hypermarket), M. Jayme St., E. Lopez St. (Robinsons Jaro), Rizal St. (Jaro Plaza), El 98 St., Taft St., Q. Abeto St. (lloilo Supermart Mandurriao), Perfecto St., (Mandurriao Church), Ofate St., Calajunan Rd., So-oc Resettiement Rd., Jocson St., Arevalo Plaza, Mohon Terminal",Mohon Terminal | Arevalo Plaza | Quezon St | Jocson St | So-oc Resettlement Rd | Calajunan Rd | Oñate St. (Mandurriao Plaza) | Q. Abeto St. (Western Visayas Medical Center) | Megaworld BIvd | Festive Walk Transport Hub | Taft St. (lloilo Integrated School) | El 98 St. (Jaro Big Market) | Rizal St. (Jaro Plaza) | Commission Civil | ISATU Loop | Commission Civil St. (SM Hypermarket) | M. Jayme St | E. Lopez St. (Robinsons Jaro) | Rizal St. (Jaro Plaza) | El 98 St | Taft St | Q. Abeto St. (lloilo Supermart Mandurriao) | Perfecto St | (Mandurriao Church) | Ofate St | Calajunan Rd | So-oc Resettiement Rd | Jocson St | Arevalo Plaza | Mohon Terminal,30
21,ROUTE 21 TAGBAK / BUNTATALA TO FESTIVE WALK VIA SM CITY / ATRIA,tagbak-festive,https://shemaegomez.com/tagbak-festive-jeepney-route/,,,,0,0,,https://shemaegomez.com/?faq-group=route-21,"Buntatala Loop (Spousal of Mary and Joseph Parish Church), Tagbak Terminal (City Mall Tagbak), MacArthur Dr. (Ceres Terminal), Simon Ledesma St. (Jaro Small Market), Lopez Jaena St. (Biscocho Haus), Rizal St. (Jaro Plaza), El-98 St., B. Aquino Ave. (SM City/Smallville Complex), Infante St. (UP/lloilo Doctors’ College), Locsin St. (lloilo Fish Port Complex), Rizal St., Infante St. (UPV lloilo Campus), B. Aquino Ave., Gaisano ICC Loop, Pison Ave. (Atria), R. Mapa St., Megaworld Ave. (Festive Hub), Taft St., El-98 St. (Puregold), Rizal St. (Jaro Plaza), Washington St. (Palasyo), MacArthur Dr. (lloilo Supermart-Jaro), Tagbak Terminal, Buntatala Loop (Spousal of Mary and Joseph Parish Church)",Buntatala Loop (Spousal of Mary and Joseph Parish Church) | Tagbak Terminal (City Mall Tagbak) | MacArthur Dr. (Ceres Terminal) | Simon Ledesma St. (Jaro Small Market) | Lopez Jaena St. (Biscocho Haus) | Rizal St. (Jaro Plaza) | El-98 St | B. Aquino Ave. (SM City/Smallville Complex) | Infante St. (UP/lloilo Doctors’ College) | Locsin St. (lloilo Fish Port Complex) | Rizal St | Infante St. (UPV lloilo Campus) | B. Aquino Ave | Gaisano ICC Loop | Pison Ave. (Atria) | R. Mapa St | Megaworld Ave. (Festive Hub) | Taft St | El-98 St. (Puregold) | Rizal St. (Jaro Plaza) | Washington St. (Palasyo) | MacArthur Dr. (lloilo Supermart-Jaro) | Tagbak Terminal | Buntatala Loop (Spousal of Mary and Joseph Parish Church),24
22,ROUTE 22 UNGKA TO LA PAZ VIA CPU – ISATU LOOP,ungka-lapaz,https://shemaegomez.com/ungka-isatu-jeepney-route/,,,,0,0,,https://shemaegomez.com/?faq-group=route-22,"Ungka Terminal (ITGS lI), Diversion Rd. (University of San Agustin-Sambag), Lopez Jaena St. (CPU), Rizal St. (Jaro Plaza), Commission Civil St. (SM Hypermarket), Burgos St. (ISATU), Huervana St. (La Paz Plaza), Rizal St. (La Paz Public Market), Arroyo St., Magdalo St. (St. Therese-MTC Colleges) Burgos St., Commission Civil St. (SM Hypermarket), Washington St. (Old Jaro Municipal Hall), Democracia St., Simon Ledesma, Lopez Jaena St., Diversion Rd., Ungka Terminal",Ungka Terminal (ITGS lI) | Diversion Rd. (University of San Agustin-Sambag) | Lopez Jaena St. (CPU) | Rizal St. (Jaro Plaza) | Commission Civil St. (SM Hypermarket) | Burgos St. (ISATU) | Huervana St. (La Paz Plaza) | Rizal St. (La Paz Public Market) | Arroyo St | Magdalo St. (St. Therese-MTC Colleges) Burgos St | Commission Civil St. (SM Hypermarket) | Washington St. (Old Jaro Municipal Hall) | Democracia St | Simon Ledesma | Lopez Jaena St | Diversion Rd | Ungka Terminal,17
23,ROUTE 23 MOHON TO MANDURRIAO BUSINESS DISTRICT,mohon-mandurriao,https://shemaegomez.com/mohon-mandurriao-jeepney-route/,,,,0,0,,https://shemaegomez.com/?faq-group=route-23,"Mohon Terminal., Osmeña St. (Plaza Arevalo), Jocson St. (JD Bakeshop), Avanceña St., (Dominican Motherhouse), Molo Plaza, GT Mall, Iloilo City National High School, lloilo City College, San Marcos St. (Ground Effects), Locsin St. (lloilo Supermart-Molo), Pison Ave., Gaisano Iloilo City Center, SM Strata, B. Aquino Ave., Taft St., Megaworld Ave., R. Mapa St., Locsin St. (Medical City), Avanceña St. (lloilo Supermart-Molo), Jocson St., Osmeña St., Mohon Terminal",Mohon Terminal | Osmeña St. (Plaza Arevalo) | Jocson St. (JD Bakeshop) | Avanceña St | (Dominican Motherhouse) | Molo Plaza | GT Mall | Iloilo City National High School | lloilo City College | San Marcos St. (Ground Effects) | Locsin St. (lloilo Supermart-Molo) | Pison Ave | Gaisano Iloilo City Center | SM Strata | B. Aquino Ave | Taft St | Megaworld Ave | R. Mapa St | Locsin St. (Medical City) | Avanceña St. (lloilo Supermart-Molo) | Jocson St | Osmeña St | Mohon Terminal,23
24,ROUTE 24 LA PAZ TO FESTIVE WALK VIA NABITASAN LOOP,lapaz-festive,https://shemaegomez.com/la-paz-festive-jeepney-route/,,,,0,0,,https://shemaegomez.com/?faq-group=route-24,"La Paz Plaza, Huervana Ext., Burgos St., ISATU Loop, Magdalo, Hechanova St., Senator E. Treñas Boulevard (Prime Estate/Garden of Love), B. Aquino Ave., Gaisano Iloilo City Center Hub, SM Strata Hub, U-turn Gil Traders, B. Aquino Ave. (Zuri Hotel/SM City), Pison Ave., R. Mapa St., Megaworld Blvd., Festive Walk Transport Hub, Megaworld Blvd., Airport Spur Rd., Diversion Road, Gaisano lloilo City Center Loop, Diversion Service Rd., Senator E. Treñas Blvd. (Nabitasan Garden of love), Hechanova St., Luna St. (Gaisano La Paz), Bonifacio St. (Provincial Capitol), Muelle Loney St., Rizal St. (Registry of Deeds), Huervana St., La Paz Plaza, Huervana Extension, La Paz Plaza",La Paz Plaza | Huervana Ext | Burgos St | ISATU Loop | Magdalo | Hechanova St | Senator E. Treñas Boulevard (Prime Estate/Garden of Love) | B. Aquino Ave | Gaisano Iloilo City Center Hub | SM Strata Hub | U-turn Gil Traders | B. Aquino Ave. (Zuri Hotel/SM City) | Pison Ave | R. Mapa St | Megaworld Blvd | Festive Walk Transport Hub | Megaworld Blvd | Airport Spur Rd | Diversion Road | Gaisano lloilo City Center Loop | Diversion Service Rd | Senator E. Treñas Blvd. (Nabitasan Garden of love) | Hechanova St | Luna St. (Gaisano La Paz) | Bonifacio St. (Provincial Capitol) | Muelle Loney St | Rizal St. (Registry of Deeds) | Huervana St | La Paz Plaza | Huervana Extension | La Paz Plaza,31
25,ROUTE 25 MOLO TO CITY PROPER VIA GENERAL LUNA LOOP,htoc-route-25-molo-to-city-proper-via-general-luna-loop,https://shemaegomez.com/molo-baluarte-derecho-jeepney-route/,https://www.google.com/maps/d/embed?mid=1VKwFFL-nBXWWpuzhsiL-8jxgqQc__tE&ehbc=2E312F,1VKwFFL-nBXWWpuzhsiL-8jxgqQc__tE,https://www.google.com/maps/d/kml?mid=1VKwFFL-nBXWWpuzhsiL-8jxgqQc__tE&forcekml=1,1,351,,https://shemaegomez.com/?faq-group=route-25,"Locsin St. (Molo Plaza), MH Del Pilar St. (GT Mall Molo), Gen. Luna St. (J0hn B University Molo/UPV Iloilo Campus/University of San Agustin/ Jubilee Hall/SPED-Integrated/Iloilo Central Elementary School/Assumption Iloilo/St. Paul’s Hospital-University/Atrium Mall), Iznart St. (Citadines), JM Basa St. (Socorro Drug/Sunburst Park/City Hall/Plaza Libertad), Rizal St. (UI Phinma/Iloilo Central Market), Iznart St., Ledesma St., Mabini St. (Robinsons City), De leon St. (Super), Fuentes St., Ledesma St. (Colegio de las Hijas de Jesus), Rizal St., Infante St. (Iloilo Fish Port), Baluarte-Calumpang-Villa-Oton Blvd., Locsin St. (Molo Plaza), MH Del Pilar St. (GT Mall Molo), U-turn Senator Ganzon Rotunda, San Pedro St., Locsin St. (Molo Plaza)",Locsin St. (Molo Plaza) | MH Del Pilar St. (GT Mall Molo) | Gen. Luna St. (J0hn B University Molo/UPV Iloilo Campus/University of San Agustin/ Jubilee Hall/SPED-Integrated/Iloilo Central Elementary School/Assumption Iloilo/St. Paul’s Hospital-University/Atrium Mall) | Iznart St. (Citadines) | JM Basa St. (Socorro Drug/Sunburst Park/City Hall/Plaza Libertad) | Rizal St. (UI Phinma/Iloilo Central Market) | Iznart St | Ledesma St | Mabini St. (Robinsons City) | De leon St. (Super) | Fuentes St | Ledesma St. (Colegio de las Hijas de Jesus) | Rizal St | Infante St. (Iloilo Fish Port) | Baluarte-Calumpang-Villa-Oton Blvd | Locsin St. (Molo Plaza) | MH Del Pilar St. (GT Mall Molo) | U-turn Senator Ganzon Rotunda | San Pedro St | Locsin St. (Molo Plaza),20
